,title,text,name,date,stars,color,is_vine_voice,has_images,found_helpful,verified_purchase,keywords,label,full_text_clean,subset
233,Good for Music but not so great for phone calls,"Good to listen to music at the gym but not so great for phone calls. Buttons are a little sensitive if accidentally touched. Overall, good value if you are looking for something for the gym/exercise.",Randy,2022-10-11,4,,False,False,0,True,phone calls|listen to music|great for phone|Good to listen|gym|accidentally touched|sensitive if accidentally|exercise|Buttons,1,"Good for Music but not so great for phone calls. Good to listen to music at the gym but not so great for phone calls. Buttons are a little sensitive if accidentally touched. Overall, good value if you are looking for something for the gym/exercise.",train
352,Headphones work great,"Verified Purchase
The headphone were delivered quickly and they perforem great.",Gary Moncur,2023-07-27,5,black,False,False,0,True,verified purchase|Verified Purchase|perforem great|headphone were delivered|delivered quickly,1,Headphones work great. Verified Purchase The headphone were delivered quickly and they perforem great.,test
137,Great Quality & Mobility.,"Verified Purchase
This was my first experience with the new wireless earbud trend, and I have to say it definitely impressed. These have great sound for being a fraction of the cost of the more popular devices.
The case they come with is magnetic so they fit flush when not in use and it charged them as well, Because of this I have yet to hear any battery low notifications as all day use either with one in or both has been excellent. Pairing was a snap and was a non issue. The moment you take them out of the case they turn on and place themselves in pairing mode so they only need to be selected in your Bluetooth menu.
After pairing they remember the last device they were connected to without issue. I have tried them out listening to Spotify Stations and also picking some particular tracks on YouTube to test the bass levels and it's been nothing short of impressive especially for the price point. Sharing was easy as well as just handing one over for the other person to listen to.
When using only one it operates just like similar single Bluetooth headsets, when you pick up the other earbud they will both pair to each other with an audible ""Primary"" ""Secondary"" and their ready to go. I've used them both in single mode and had no problems with either being the primary. When you are finished using them and place them back in the case they immediately disconnect and start to charge.
They fit in the ear pretty well as I was worried about them falling out and under normal walking even me running across the street there wasn't a feeling of they may fall out. Sitting perfectly against the curve of your inner ear while channeling sound directly is a nice touch. There isn't a preferred bud for left or right so they can be used on either ear and have the same fit.
I can definitely recommend these to anyone looking to get into the wireless earbud trend. They now have become part of my normal daily electronics as I travel. Small enough to fit in the palm of your hand but big sound when it counts.",Lhumierre,2020-02-24,5,black,False,True,0,True,battery low notifications|normal daily electronics|channeling sound directly|normal walking|great sound|big sound|verified purchase|popular devices|bluetooth menu|spotify stations|bass levels|price point|single mode|immediately disconnect|sitting perfectly|nice touch|preferred bud|pairing mode|ear pretty|fit flush|Verified Purchase|wireless earbud trend|case|Pairing|Spotify Stations|Primary|single Bluetooth headsets|issue|similar single Bluetooth|Bluetooth menu,1,"Great Quality & Mobility.. Verified Purchase This was my first experience with the new wireless earbud trend, and I have to say it definitely impressed. These have great sound for being a fraction of the cost of the more popular devices. The case they come with is magnetic so they fit flush when not in use and it charged them as well, Because of this I have yet to hear any battery low notifications as all day use either with one in or both has been excellent. Pairing was a snap and was a non issue. The moment you take them out of the case they turn on and place themselves in pairing mode so they only need to be selected in your Bluetooth menu. After pairing they remember the last device they were connected to without issue. I have tried them out listening to Spotify Stations and also picking some particular tracks on YouTube to test the bass levels and it's been nothing short of impressive especially for the price point. Sharing was easy as well as just handing one over for the other person to listen to. When using only one it operates just like similar single Bluetooth headsets, when you pick up the other earbud they will both pair to each other with an audible ""Primary"" ""Secondary"" and their ready to go. I've used them both in single mode and had no problems with either being the primary. When you are finished using them and place them back in the case they immediately disconnect and start to charge. They fit in the ear pretty well as I was worried about them falling out and under normal walking even me running across the street there wasn't a feeling of they may fall out. Sitting perfectly against the curve of your inner ear while channeling sound directly is a nice touch. There isn't a preferred bud for left or right so they can be used on either ear and have the same fit. I can definitely recommend these to anyone looking to get into the wireless earbud trend. They now have become part of my normal daily electronics as I travel. Small enough to fit in the palm of your hand but big sound when it counts.",test
317,Well worth the price!,I love these headphones! I use them when I watch tv. The sound is great and they pair easily.,Wanda Gettys,2023-08-14,5,,False,False,0,True,watch tv|love these headphones|pair easily|sound is great,0,Well worth the price! I love these headphones! I use them when I watch tv. The sound is great and they pair easily.,test
376,Amazing,I loved these headphones the quality is great,Eusebio&Milly Santana,2023-08-09,5,,False,False,0,True,quality is great|loved these headphones|headphones the quality,0,Amazing. I loved these headphones the quality is great,train
150,Decent but uncomfortable,These headphones are affordable and work well but they are pretty uncomfortable.,Kirsten Norris,2023-07-31,4,,False,False,1,True,pretty uncomfortable|headphones are affordable|affordable and work,1,Decent but uncomfortable. These headphones are affordable and work well but they are pretty uncomfortable.,train
164,great headphone,"Verified Purchase
All I can say, is you need to get these headphones! The quality of the design, fit, and sound is impressive.
I am always looking for the *perfect* pair of headphones that fit in my ears well, aren’t heavy, and don’t fall out after considerable wear throughout a day. I do a lot of talking throughout the day for work as well as use them for yard work on the weekends. Every pair of headphones I seem to purchase only fits well for a short period of time and ends up falling out after talking for only 30 minutes. Enter the Beben X8 headphones!
The box comes with SIX sets of earbud tips that are sure to conform to your personal ear. This seems to always be my problem, but it’s not an issue with these headphones. In addition, the packaging contains the headphone, the charging/carry case, a (short) MicroUSB cable, and a lanyard attachment for your charging/carrying case. It is a nice compact design for easy transport or storage.
The pairing process is easy, but you first need to PULL OFF THE PLASTIC on the underside of each earbud that protects it from the charging pins in the case. Before you charge the units or use them, make sure to do this so you aren’t frustrated after you realize it “isn’t charging.”
The sound quality is superb. The deep bass and clear audio are great for nearly any music type. Adjusting the volume is a breeze, simply hold down on the left to adjust the volume down and hold down the button on the right bud to increase the volume. Want to go back to the previous song? Just double-tap the right earbud. If you want to forward it to the next song, double-tap the left earbud. Want to access your preferred Assistant? Just triple-tap the left earbud.",ABDESSAMI,2020-08-20,5,black,False,True,0,True,nice compact design|beben x8 headphones|aren’t heavy|don’t fall|considerable wear|personal ear|microusb cable|lanyard attachment|pairing process|charging pins|aren’t frustrated|isn’t charging|deep bass|clear audio|music type|preferred assistant|charging/carry case|charging/carrying case|earbud tips|verified purchase|*perfect* pair|yard work|short period|easy transport|simply hold|previous song|sound quality|Verified Purchase|left earbud|volume|fit|pair of headphones|day|talking,1,"great headphone. Verified Purchase All I can say, is you need to get these headphones! The quality of the design, fit, and sound is impressive. I am always looking for the *perfect* pair of headphones that fit in my ears well, aren't heavy, and don't fall out after considerable wear throughout a day. I do a lot of talking throughout the day for work as well as use them for yard work on the weekends. Every pair of headphones I seem to purchase only fits well for a short period of time and ends up falling out after talking for only 30 minutes. Enter the Beben X8 headphones! The box comes with SIX sets of earbud tips that are sure to conform to your personal ear. This seems to always be my problem, but it's not an issue with these headphones. In addition, the packaging contains the headphone, the charging/carry case, a (short) MicroUSB cable, and a lanyard attachment for your charging/carrying case. It is a nice compact design for easy transport or storage. The pairing process is easy, but you first need to PULL OFF THE PLASTIC on the underside of each earbud that protects it from the charging pins in the case. Before you charge the units or use them, make sure to do this so you aren't frustrated after you realize it ""isn't charging."" The sound quality is superb. The deep bass and clear audio are great for nearly any music type. Adjusting the volume is a breeze, simply hold down on the left to adjust the volume down and hold down the button on the right bud to increase the volume. Want to go back to the previous song? Just double-tap the right earbud. If you want to forward it to the next song, double-tap the left earbud. Want to access your preferred Assistant? Just triple-tap the left earbud.",train
45,Awsome headphones!,"The color, the feel, the sound, everything is awsome!",tom,2022-05-19,5,,False,False,0,True,color|feel|sound|awsome,1,"Awsome headphones! The color, the feel, the sound, everything is awsome!",train
386,It was good when it was working,"Verified Purchase
It's good when it worked, tried to contact the company and get nothing.",Kindle Customer,2023-06-12,5,black,False,False,0,True,verified purchase|Verified Purchase|contact the company|worked|good,1,"It was good when it was working. Verified Purchase It's good when it worked, tried to contact the company and get nothing.",test
330,Love these!,"Verified Purchase
The sound quality is Comparable to the skull candy crusher Evos. Came with a bag, charger, and aux cord. Also the ear part flips 180° for a speaker like sound (shown in picture)!",Keelie,2023-08-06,5,white,False,True,0,True,verified purchase|Verified Purchase|candy crusher Evos|quality is Comparable|skull candy crusher|charger|shown in picture|aux cord|sound quality|part flips|bag,1,"Love these! Verified Purchase The sound quality is Comparable to the skull candy crusher Evos. Came with a bag, charger, and aux cord. Also the ear part flips 180° for a speaker like sound (shown in picture)!",test
35,Great Product for the Price.,"I am absolutely thrilled with my new wireless Bluetooth earbuds! These little wonders have truly transformed my audio experience. From the moment I put them on, I was captivated by the seamless connection and impressive sound quality they offer. The convenience of being able to move freely without any tangled wires is a game-changer, and it's clear that the technology behind these earbuds is top-notch.
Pairing them with my devices was a breeze, and the connection remains stable even when I'm on the move. The sound quality is unparalleled; the bass is deep and rich, the mids are clear, and the highs are crisp without any distortion. Whether I'm listening to my favorite music, watching movies, or taking calls, these earbuds deliver exceptional performance.
I'm also amazed by their battery life. They last for hours on a single charge, ensuring that I can enjoy uninterrupted entertainment throughout the day. The compact charging case is an added bonus, providing multiple charges on the go.
Comfort is another area where these earbuds shine. They fit snugly in my ears and come with various ear tip sizes to suit individual preferences. I can wear them for hours without any discomfort.
In conclusion, these wireless Bluetooth earbuds have exceeded my expectations in every way. Their impressive sound quality, reliable connectivity, long battery life, and comfortable fit make them an outstanding choice for anyone in need of a superior audio experience.",Gabriel E.,2023-08-14,5,,False,False,0,True,enjoy uninterrupted entertainment|compact charging case|providing multiple charges|ear tip sizes|suit individual preferences|connection remains stable|comfortable fit make|wireless bluetooth earbuds|long battery life|superior audio experience|seamless connection|fit snugly|earbuds shine|tangled wires|favorite music|watching movies|taking calls|single charge|added bonus|reliable connectivity|outstanding choice|move freely|absolutely thrilled|wireless Bluetooth earbuds|impressive sound quality|clear,0,"Great Product for the Price.. I am absolutely thrilled with my new wireless Bluetooth earbuds! These little wonders have truly transformed my audio experience. From the moment I put them on, I was captivated by the seamless connection and impressive sound quality they offer. The convenience of being able to move freely without any tangled wires is a game-changer, and it's clear that the technology behind these earbuds is top-notch. Pairing them with my devices was a breeze, and the connection remains stable even when I'm on the move. The sound quality is unparalleled; the bass is deep and rich, the mids are clear, and the highs are crisp without any distortion. Whether I'm listening to my favorite music, watching movies, or taking calls, these earbuds deliver exceptional performance. I'm also amazed by their battery life. They last for hours on a single charge, ensuring that I can enjoy uninterrupted entertainment throughout the day. The compact charging case is an added bonus, providing multiple charges on the go. Comfort is another area where these earbuds shine. They fit snugly in my ears and come with various ear tip sizes to suit individual preferences. I can wear them for hours without any discomfort. In conclusion, these wireless Bluetooth earbuds have exceeded my expectations in every way. Their impressive sound quality, reliable connectivity, long battery life, and comfortable fit make them an outstanding choice for anyone in need of a superior audio experience.",train
152,3.9/5 Stars,"Verified Purchase
Honestly, this product surprised me. It did everything that was advertised and it did it well. Here are my comments:
- the product box and earbuds case are both very sleek and efficiently take up little room, allowing for easy transport
- the sound quality, which I found to be crisp and excellent, is better than most earbud brands out there
- the user experience I had when it came to setting up my earbuds and learning its features was very good, and although some things aren't outlined in the instructions (such as how to answer and hang up phone calls), I quickly learned the skills
- although it took some fidgeting to try to find the best fit for my ears, when I did finally find it they fit incredibly
- just as advertised, the earbuds are waterproof (I fully submerged mine in water and the sound quality was still great
- the price was incredible, and although I did get a 20% off coupon (leading me to pay only $31.19), the $39.99 price definitely still seems worth it
- lastly, the buttons that control the earbuds are very
There were only three things that bothered me. First of all, the right earbud lowers the volume whilst the left earbuds raises it. I'm used to it being the other way around, but that's a personal preference. Second, raising/lowering the volume takes up quite a bit of time due to the fact that you have to hold down the button for about three seconds just to raise/lower the volume once. Lastly, the earbuds don't really fit too well, and running can cause them to fall off even on the largest setting. If you don't plan on moving too much with them, then these should work just fine fr you, otherwise I recommend looking for another pair.
Here is my overall rating:
User Experience: 4.5/5
- Although the experience was very smooth, I would change a few things here and there, including adding more instruction to the instruction manual.
Sound Quality: 5/5
- Honestly, the sound is incredible, and if I hadn't been told that I was wearing an earbud (and if I couldn't feel the earbud) then I would definitely think that sound was coming from a professional grade speaker.
Comfortableness: 4/5
- Yes, the earbuds are extremely comfortable, but I feel like some tweaks could be made here and there that would truly maximize the comfortableness.
Fit: 2/5
- The fit is truly the worst part about this product. If you stay still then the earbuds will stay on, but the moment you begin to move (such as run, swim, or just walk) they will most likely fall out, even on the largest ear piece.
Price: 4/5
- Please don't be alarmed by the rating on this category, the price is still amazing, but I believe that the best price is around $25.00 - $30.00.
Total: 3.9/5
- Overall, this product is amazing and, in my opinion, worth every penny, unless you need ear buds that will stay on whilst running or doing some other form of activity that requires movement.",maria rosa medina,2020-06-08,4,black,False,False,4,True,fully submerged mine|professional grade speaker|verified purchase honestly|largest ear piece|ear buds|easy transport|phone calls|quickly learned|personal preference|time due|largest setting|fine fr|extremely comfortable|worst part|requires movement|volume whilst|volume takes|product surprised|product box|earbud brands|finally find|instruction manual|whilst running|earbuds case|fit incredibly|Verified Purchase|sound quality|price|user experience|things|stay|Honestly|earbud lowers|left earbuds raises,1,"3.9/5 Stars. Verified Purchase Honestly, this product surprised me. It did everything that was advertised and it did it well. Here are my comments: - the product box and earbuds case are both very sleek and efficiently take up little room, allowing for easy transport - the sound quality, which I found to be crisp and excellent, is better than most earbud brands out there - the user experience I had when it came to setting up my earbuds and learning its features was very good, and although some things aren't outlined in the instructions (such as how to answer and hang up phone calls), I quickly learned the skills - although it took some fidgeting to try to find the best fit for my ears, when I did finally find it they fit incredibly - just as advertised, the earbuds are waterproof (I fully submerged mine in water and the sound quality was still great - the price was incredible, and although I did get a 20% off coupon (leading me to pay only $31.19), the $39.99 price definitely still seems worth it - lastly, the buttons that control the earbuds are very There were only three things that bothered me. First of all, the right earbud lowers the volume whilst the left earbuds raises it. I'm used to it being the other way around, but that's a personal preference. Second, raising/lowering the volume takes up quite a bit of time due to the fact that you have to hold down the button for about three seconds just to raise/lower the volume once. Lastly, the earbuds don't really fit too well, and running can cause them to fall off even on the largest setting. If you don't plan on moving too much with them, then these should work just fine fr you, otherwise I recommend looking for another pair. Here is my overall rating: User Experience: 4.5/5 - Although the experience was very smooth, I would change a few things here and there, including adding more instruction to the instruction manual. Sound Quality: 5/5 - Honestly, the sound is incredible, and if I hadn't been told that I was wearing an earbud (and if I couldn't feel the earbud) then I would definitely think that sound was coming from a professional grade speaker. Comfortableness: 4/5 - Yes, the earbuds are extremely comfortable, but I feel like some tweaks could be made here and there that would truly maximize the comfortableness. Fit: 2/5 - The fit is truly the worst part about this product. If you stay still then the earbuds will stay on, but the moment you begin to move (such as run, swim, or just walk) they will most likely fall out, even on the largest ear piece. Price: 4/5 - Please don't be alarmed by the rating on this category, the price is still amazing, but I believe that the best price is around $25.00 - $30.00. Total: 3.9/5 - Overall, this product is amazing and, in my opinion, worth every penny, unless you need ear buds that will stay on whilst running or doing some other form of activity that requires movement.",train
231,Great headphones,"Bought for my daughter, she said they’re just as good as Apple! Love!",Sierra Garcia,2023-09-08,5,white,False,False,0,True,good as Apple|Bought|daughter|Love|’re,0,"Great headphones. Bought for my daughter, she said they're just as good as Apple! Love!",train
341,Great quality,"Verified Purchase
I bought my headphones about a year and a half ago and they are still in top condition! Occasionally the buttons act a little weird, but I figured it’s because they’re older. My sister borrowed them and love them so much I had to buy her a pair definitely worth it.",Kaiteari Ward,2023-07-18,5,black,False,False,2,True,verified purchase|figured it’s|they’re older|Verified Purchase|top condition|bought my headphones|half ago|Occasionally the buttons|buttons act|sister borrowed|pair definitely worth|year|weird,1,"Great quality. Verified Purchase I bought my headphones about a year and a half ago and they are still in top condition! Occasionally the buttons act a little weird, but I figured it's because they're older. My sister borrowed them and love them so much I had to buy her a pair definitely worth it.",train
343,Well worth the money.,"Verified Purchase
First, let me say I’m no audiophile, so I can’t make any judgement call from a technical point of view.
I can tell you however, they provide a clear signal and do a good job of cutting out background noise.
I use these when riding with a van full of enthusiastic grandkids who have yet to figure out what the word “quiet” means…at least in practice.
They are used for both audio books and Spotify music. Battery life lives up to expectations and they are fairly lightweight considering their size. I’m VERY happy with them.",Harold H.,2023-06-24,5,black,True,False,3,True,battery life lives|verified purchase|can’t make|enthusiastic grandkids|audio books|spotify music|fairly lightweight|Verified Purchase|point of view|make any judgement|judgement call|technical point|Spotify music|background noise|books and Spotify|provide a clear|clear signal|good job|job of cutting|cutting out background|audiophile|Battery life lives|van full,1,"Well worth the money.. Verified Purchase First, let me say I'm no audiophile, so I can't make any judgement call from a technical point of view. I can tell you however, they provide a clear signal and do a good job of cutting out background noise. I use these when riding with a van full of enthusiastic grandkids who have yet to figure out what the word ""quiet"" means…at least in practice. They are used for both audio books and Spotify music. Battery life lives up to expectations and they are fairly lightweight considering their size. I'm VERY happy with them.",train
385,Fantastic headphones,"Verified Purchase
Couldn't be happier with the product. Additionally, Customer service provided the best experience in over a decade.
Thank you",Michael F.,2023-06-05,5,black,False,False,0,True,customer service provided|verified purchase|Verified Purchase|Customer service provided|Additionally|product|decade|happier|experience,1,"Fantastic headphones. Verified Purchase Couldn't be happier with the product. Additionally, Customer service provided the best experience in over a decade. Thank you",train
276,I find your lack of bass disturbing...,"Verified Purchase
These things are awesome. I wear them for all activities, ranging from gardening to shredding trails on my mountain bike. As soon as you take them out of the case, they connect. You can easily control them once you know the inputs. Battery lasts quite again (especially with the included case).
My only complaint is that the bass is a little iffy. It's not that big a deal but could use improvement there. Otherwise, I would definitely purchase these if you're on the fence.",Eddi,2020-07-13,4,black,False,False,0,True,easily control|battery lasts|verified purchase|Verified Purchase|things are awesome|ranging from gardening|mountain bike|included case|gardening to shredding|shredding trails|activities|connect|wear,1,"I find your lack of bass disturbing.... Verified Purchase These things are awesome. I wear them for all activities, ranging from gardening to shredding trails on my mountain bike. As soon as you take them out of the case, they connect. You can easily control them once you know the inputs. Battery lasts quite again (especially with the included case). My only complaint is that the bass is a little iffy. It's not that big a deal but could use improvement there. Otherwise, I would definitely purchase these if you're on the fence.",train
256,Great for noise canceling.,"Verified Purchase
When I go to the gym, I like to work out to some serious music. These are good but not loud enough. I like to zone out to some Guns n Roses. I felt the power on a little difficult until I realized that as soon as they come out of the charging box they are on. The advertisement says 30 hours of battery life. NOT! I go to the gym evetyday and use these for 1 hour. I have to charge every 4th day. Sometimes they slip out of my ears when I get hot and sweaty. Overall they are OK but I will still be looking for that awesome sound.",Maria,2020-07-29,4,black,False,False,0,True,verified purchase|4th day|awesome sound|Verified Purchase|Guns n Roses|music|gym evetyday|work|battery life|hours|felt the power|charging box|good|loud|zone,1,"Great for noise canceling.. Verified Purchase When I go to the gym, I like to work out to some serious music. These are good but not loud enough. I like to zone out to some Guns n Roses. I felt the power on a little difficult until I realized that as soon as they come out of the charging box they are on. The advertisement says 30 hours of battery life. NOT! I go to the gym evetyday and use these for 1 hour. I have to charge every 4th day. Sometimes they slip out of my ears when I get hot and sweaty. Overall they are OK but I will still be looking for that awesome sound.",train
22,Very good sound and battery,"This is a best Bluetooth headphone one can get just in $36. Overall, it is very good headphone, very easy to setup, easy to connect afterwards, very good sound quality and battery life.
Sound: It has very good sound quality, it sounds very clear and pleasant. It has balanced equalizer for bass and treble.
Battery: I think battery life is best feature of this headphone, I have been using this for headphone for almost 3 weeks, averaging ~2 hours per work day and it has still more than 50% battery remaining.
ANC: It seems noise cancellation feature is okay, it does work for minor sounds, I feels it is blocking enough sound, but I haven't used other ANC headphones, so cannot compare it.
Mic: I haven't used mic for this headphone, so cannot comment on it. I generally don't use mic from Bluetooth headphone much as it won't be in front of face.",Hardik,2022-07-08,5,,False,False,19,True,averaging ~2 hours|50% battery remaining|noise cancellation feature|balanced equalizer|bluetooth headphone|work day|minor sounds|anc headphones|good sound quality|Bluetooth headphone|battery life|Mic|good headphone|ANC headphones|easy to setup|easy to connect,1,"Very good sound and battery. This is a best Bluetooth headphone one can get just in $36. Overall, it is very good headphone, very easy to setup, easy to connect afterwards, very good sound quality and battery life. Sound: It has very good sound quality, it sounds very clear and pleasant. It has balanced equalizer for bass and treble. Battery: I think battery life is best feature of this headphone, I have been using this for headphone for almost 3 weeks, averaging ~2 hours per work day and it has still more than 50% battery remaining. ANC: It seems noise cancellation feature is okay, it does work for minor sounds, I feels it is blocking enough sound, but I haven't used other ANC headphones, so cannot compare it. Mic: I haven't used mic for this headphone, so cannot comment on it. I generally don't use mic from Bluetooth headphone much as it won't be in front of face.",train
231,Nice earbuds,"Verified Purchase
The battery life for continued use is about 6 straight hours. But that cool charging pack case can give them a charge even while it is not plugged in. So I throw them in the case during my lunch break and that way they last me all day.
They fall out of my ears, I’m not sure if I have a strange shape to my ear or if the ear piece is just not very ergonomic, but I went and bought a cheap over the ear hook to try to keep them from falling out while I’m working.
I love all the different rubbers ears piece covers, but have yet to figure out which is best for my ears.
Because the buds slowly slip out of my ears there is NO noise canceling, in fact sometimes the outside noise like weed wacker that I’m using drowns out my music. But the earbuds still seem to keep my ears from ringing after I turn the machine off. So they are helping.
Overall I’m happy with them.",MyAmazon,2020-08-22,4,black,False,False,0,True,buds slowly slip|verified purchase|6 straight hours|lunch break|strange shape|weed wacker|i’m working|noise canceling|i’m happy|Verified Purchase|battery life|life for continued|ear piece|ears piece covers|charging pack case|rubbers ears piece|ear hook,1,"Nice earbuds. Verified Purchase The battery life for continued use is about 6 straight hours. But that cool charging pack case can give them a charge even while it is not plugged in. So I throw them in the case during my lunch break and that way they last me all day. They fall out of my ears, I'm not sure if I have a strange shape to my ear or if the ear piece is just not very ergonomic, but I went and bought a cheap over the ear hook to try to keep them from falling out while I'm working. I love all the different rubbers ears piece covers, but have yet to figure out which is best for my ears. Because the buds slowly slip out of my ears there is NO noise canceling, in fact sometimes the outside noise like weed wacker that I'm using drowns out my music. But the earbuds still seem to keep my ears from ringing after I turn the machine off. So they are helping. Overall I'm happy with them.",test
210,Compact and easy,The slim case is a huge benefit. The earbuds are actually more comfortable than most pods I’ve had. Fits my ears Great. Sound quality is amazing,Wrenn,2023-09-08,5,white,False,True,0,True,pods i’ve|ears great|sound quality|huge benefit|slim case|ears Great|pods I ’ve|Fits my ears|Sound quality|quality is amazing|earbuds|comfortable,0,Compact and easy. The slim case is a huge benefit. The earbuds are actually more comfortable than most pods I've had. Fits my ears Great. Sound quality is amazing,train
396,Comfortable great fitting,"I wasn't expecting such a great headphone. These fit perfect, they adjust more precise. The sound is incredible with both my phone and laptop. I haven't tried with Alexa yet but will in time. The call quality is actually better than both phone and laptop. The other person had no complaints as to hearing me either.
I prefer these over the ""over the ear"" style.
Fast shipping and delivery.",Will,2023-07-23,5,,False,True,0,False,call quality|fast shipping|great headphone|phone and laptop|expecting|fit perfect|adjust more precise|Alexa|sound is incredible|style|time|ear,0,"Comfortable great fitting. I wasn't expecting such a great headphone. These fit perfect, they adjust more precise. The sound is incredible with both my phone and laptop. I haven't tried with Alexa yet but will in time. The call quality is actually better than both phone and laptop. The other person had no complaints as to hearing me either. I prefer these over the ""over the ear"" style. Fast shipping and delivery.",train
59,love these,"First it is nice to see when the case is fully charged since it has a little light bar to check on charging. Sync is so easy with laptop, chrome book, Ipod, Ipad and my cell phone. Ear Buds hold a charge extremely well. When you place the ear bud in case for charging it shows you how much you have left and then starts charging. When you place an earbud back into the case it shows you by bars how much was used, then blinks red as the ear bud is charging. They are very comfortable fitting over the ear. The charger is the latest usb C cable so you can use the same cable if you have the latest fire. The case is nice and small that you can throw into a small purse for last minute errand so you can use to listen to music on a run or any thing.",cytherea,2023-08-08,5,,False,False,0,True,ear buds hold|cell phone|charge extremely|earbud back|blinks red|comfortable fitting|latest usb|latest fire|minute errand|small purse|starts charging|fully charged|Ear Buds hold|light bar|case is fully|Ipod|bar to check|Ipad|chrome book|shows,0,"love these. First it is nice to see when the case is fully charged since it has a little light bar to check on charging. Sync is so easy with laptop, chrome book, Ipod, Ipad and my cell phone. Ear Buds hold a charge extremely well. When you place the ear bud in case for charging it shows you how much you have left and then starts charging. When you place an earbud back into the case it shows you by bars how much was used, then blinks red as the ear bud is charging. They are very comfortable fitting over the ear. The charger is the latest usb C cable so you can use the same cable if you have the latest fire. The case is nice and small that you can throw into a small purse for last minute errand so you can use to listen to music on a run or any thing.",train
86,Great product! Great carrying case.,"These are a very good deal. They block out the noise, deliver great sound and come in a hard case which is great for traveling. Too bad we lost them while on vacation. We'll buy again.",lisa reynolds,2022-07-01,5,,False,False,0,True,good deal|deliver great sound|noise|hard case|vacation|block|great for traveling|bad|lost|buy,1,"Great product! Great carrying case.. These are a very good deal. They block out the noise, deliver great sound and come in a hard case which is great for traveling. Too bad we lost them while on vacation. We'll buy again.",train
237,Customer service is on point,"Verified Purchase
Updated review: 4 stars
Customer service reached out immediately when seeing my original review. They sent another pair which came within days! I tried the new ones for several weeks to make sure it will work and they do. One time, the right one turned off due to having low battery but the charging box was fully charged so I don't know what happened there. Hopefully it won't happen again. I bumped up the stars because of their customer service but let me tell you, they will reach out to you constantly to update your review.
Original review: 1 star
My right earbud does not charge! The case charges extremely fast but it does not charge my right earbud which is frustrating when it turns off mid run. It worked fine for the first 3 weeks then the problem with the right earbud started to happen. The sound isn’t as loud either. Will request a refund.",Kathy,2020-05-23,4,black,False,False,0,True,low battery|charging box|fully charged|customer service|mid run|worked fine|sound isn’t|earbud started|Verified Purchase|original review|Updated review|stars|weeks|happen|Customer service reached|reached out immediately,1,"Customer service is on point. Verified Purchase Updated review: 4 stars Customer service reached out immediately when seeing my original review. They sent another pair which came within days! I tried the new ones for several weeks to make sure it will work and they do. One time, the right one turned off due to having low battery but the charging box was fully charged so I don't know what happened there. Hopefully it won't happen again. I bumped up the stars because of their customer service but let me tell you, they will reach out to you constantly to update your review. Original review: 1 star My right earbud does not charge! The case charges extremely fast but it does not charge my right earbud which is frustrating when it turns off mid run. It worked fine for the first 3 weeks then the problem with the right earbud started to happen. The sound isn't as loud either. Will request a refund.",train
77,"Value for money, good battery life",The battery lasted way longer than I expected. Also it fit really well on my head and they weren’t too tight for long periods of time. And it lasted for at least 12-13 hours before I needed to charge them and the battery wasn’t completely dead. Audio quality is also good considering the price,Vikash Raj,2022-05-05,5,,False,False,0,False,12-13 hours|audio quality|expected|lasted way longer|periods of time|battery lasted|tight for long|long periods|n’t completely dead|fit|head,1,"Value for money, good battery life. The battery lasted way longer than I expected. Also it fit really well on my head and they weren't too tight for long periods of time. And it lasted for at least 12-13 hours before I needed to charge them and the battery wasn't completely dead. Audio quality is also good considering the price",train
70,high quality sports earbuds,"These are relatively inexpensive and high quality earbuds with around the ear loop. I have been thoroughly impressed with performance and features. My other ones kept falling off during workouts. These hold up well, are sweatproof. Look nice and sound great. Pair easily with phone. Mic also works great. Battery life is very impressive. Single charge will last through whole day without worry about running out of power. The wireless charging case is convenient and charges quickly. It has a battery life indicator, so it is easy to keep track of power. Will post review again after a few months to see how the battery life is holding after long usage. Sound quality for the price is quite good. It is balanced and provides an enjoyable experience. Like other reviews have pointed out the bass is pretty good. In conclusion, If you're looking for a pair of reliable and around the ear true wireless earbuds, this product is an excellent choice.",Amazon Customer,2023-07-20,5,,False,False,0,True,wireless charging case|battery life indicator|sound quality|sound great|works great|single charge|charges quickly|post review|long usage|enjoyable experience|excellent choice|pair easily|pretty good|inexpensive and high|ear loop|Battery life|high quality earbuds|performance and features|power|impressed with performance|Pair,0,"high quality sports earbuds. These are relatively inexpensive and high quality earbuds with around the ear loop. I have been thoroughly impressed with performance and features. My other ones kept falling off during workouts. These hold up well, are sweatproof. Look nice and sound great. Pair easily with phone. Mic also works great. Battery life is very impressive. Single charge will last through whole day without worry about running out of power. The wireless charging case is convenient and charges quickly. It has a battery life indicator, so it is easy to keep track of power. Will post review again after a few months to see how the battery life is holding after long usage. Sound quality for the price is quite good. It is balanced and provides an enjoyable experience. Like other reviews have pointed out the bass is pretty good. In conclusion, If you're looking for a pair of reliable and around the ear true wireless earbuds, this product is an excellent choice.",train
375,Great headphones!,Excellent value.,Cameron Ruppe,2023-08-15,5,,False,False,0,True,excellent value|Excellent,0,Great headphones! Excellent value.,train
